,Station_Index,Position_X,Position_Y,Position_Z,Distance,AP0_RSS(dBm)
0,1,0.7778174593052024,0.7778174593052024,0.0,1.1,-26.0
1,2,0.848528137423857,0.848528137423857,0.0,1.2,-27.0
2,3,1.2727922061357857,1.2727922061357857,0.0,1.8,-33.0
3,4,1.3435028842544403,1.3435028842544403,0.0,1.9,-34.0
4,5,1.4562305898749055,1.0580134541264516,0.0,1.8,-33.0
5,6,1.2020815280171309,1.2020815280171309,0.0,1.7,-33.0
6,7,1.0606601717798214,1.0606601717798214,0.0,1.5,-31.0
7,8,0.9192388155425119,0.9192388155425119,0.0,1.3,-28.0
8,9,1.0517220926874318,0.7641208279802151,0.0,1.3,-28.0
9,10,1.4142135623730951,1.4142135623730951,0.0,2.0,-35.0
10,11,1.2135254915624212,0.8816778784387097,0.0,1.5,-31.0
11,12,0.9708203932499369,0.7053423027509678,0.0,1.2,-27.0
12,13,1.1313708498984762,1.1313708498984762,0.0,1.6,-32.0
13,14,1.5588457268119897,0.8999999999999999,0.0,1.8,-33.0
14,15,0.8899186938124423,0.6465637775217205,0.0,1.1,-26.0
15,16,1.0392304845413265,0.5999999999999999,0.0,1.2,-27.0
16,17,1.6217439622243546,0.7809907304116046,0.0,1.8,-33.0
17,18,1.1258330249197703,0.6499999999999999,0.0,1.3,-28.0
18,19,0.9899494936611666,0.9899494936611666,0.0,1.4,-30.0
19,20,1.3753288904374106,0.9992349288972043,0.0,1.7,-33.0
20,21,1.662983158520316,0.6888301782571616,0.0,1.8,-33.0
21,22,0.9526279441628827,0.5499999999999999,0.0,1.1,-26.0
22,23,1.294427190999916,0.940456403667957,0.0,1.6,-32.0
23,24,1.6914467174146353,0.6156362579862037,0.0,1.8,-33.0
24,25,1.7119017293312764,0.5562305898749054,0.0,1.8,-33.0
25,26,1.081162641482903,0.5206604869410697,0.0,1.2,-27.0
26,27,1.5371322893124,1.1167919793556988,0.0,1.9,-34.0
27,28,1.1326237921249263,0.8228993532094624,0.0,1.4,-30.0
28,29,1.2124355652982142,0.6999999999999998,0.0,1.4,-30.0
29,30,1.299038105676658,0.7499999999999999,0.0,1.5,-31.0
30,31,1.618033988749895,1.1755705045849463,0.0,2.0,-35.0
31,32,1.7270873525060952,0.5071186023145734,0.0,1.8,-33.0
32,33,1.1086554390135441,0.4592201188381077,0.0,1.2,-27.0
33,34,1.385640646055102,0.7999999999999999,0.0,1.6,-32.0
34,35,1.7320508075688774,0.9999999999999999,0.0,2.0,-35.0
35,36,1.1712595282731448,0.5640488608528256,0.0,1.3,-28.0
36,37,1.12763114494309,0.41042417199080244,0.0,1.2,-27.0
37,38,0.9910657546926611,0.477272113029314,0.0,1.1,-26.0
38,39,1.3514533018536288,0.6508256086763372,0.0,1.5,-31.0
39,40,1.141267819554184,0.3708203932499369,0.0,1.2,-27.0
40,41,1.6263455967290592,1.6263455967290592,0.0,2.3,-37.0
41,42,2.616295090390226,2.616295090390226,0.0,3.7,-44.0
42,43,2.6870057685088806,2.6870057685088806,0.0,3.8,-45.0
43,44,2.993362879187306,2.1748054334821507,0.0,3.7,-44.0
44,45,1.9091883092036785,1.9091883092036785,0.0,2.7,-40.0
45,46,2.3334523779156067,2.3334523779156067,0.0,3.3,-43.0
46,47,2.4041630560342617,2.4041630560342617,0.0,3.4,-43.0
47,48,1.5556349186104048,1.5556349186104048,0.0,2.2,-36.0
48,49,1.7677669529663689,1.7677669529663689,0.0,2.5,-38.0
49,50,1.860739087062379,1.351906080272688,0.0,2.3,-37.0
50,51,2.5455844122715714,2.5455844122715714,0.0,3.6,-44.0
51,52,2.750657780874821,1.9984698577944087,0.0,3.4,-43.0
52,53,2.0225424859373686,1.469463130731183,0.0,2.5,-38.0
53,54,2.121320343559643,2.121320343559643,0.0,3.0,-41.0
54,55,1.9798989873223332,1.9798989873223332,0.0,2.8,-40.0
55,56,2.4270509831248424,1.7633557568774194,0.0,3.0,-41.0
56,57,2.4748737341529163,2.4748737341529163,0.0,3.5,-44.0
57,58,2.1843458848123585,1.5870201811896776,0.0,2.7,-40.0
58,59,2.598076211353316,1.4999999999999998,0.0,3.0,-41.0
59,60,2.2652475842498525,1.6457987064189248,0.0,2.8,-40.0
60,61,1.48492424049175,1.48492424049175,0.0,2.1,-36.0
61,62,1.6989356881873898,1.2343490298141937,0.0,2.1,-36.0
62,63,1.8384776310850237,1.8384776310850237,0.0,2.6,-39.0
63,64,2.165063509461097,1.2499999999999998,0.0,2.5,-38.0
64,65,2.2627416997969525,2.2627416997969525,0.0,3.2,-42.0
65,66,2.7029066037072575,1.3016512173526744,0.0,3.0,-41.0
66,67,1.697056274847714,1.697056274847714,0.0,2.4,-38.0
67,68,2.831559480312316,2.057248383023656,0.0,3.5,-44.0
68,69,1.991858428704209,1.1499999999999997,0.0,2.3,-37.0
69,70,3.0742645786248,2.2335839587113977,0.0,3.8,-45.0
70,71,3.0310889132455356,1.7499999999999998,0.0,3.5,-44.0
71,72,2.588854381999832,1.880912807335914,0.0,3.2,-42.0
72,73,2.9444863728670914,1.6999999999999997,0.0,3.4,-43.0
73,74,2.3382685902179845,1.3499999999999999,0.0,2.7,-40.0
74,75,3.2042939940024233,1.8499999999999999,0.0,3.7,-44.0
75,76,3.063294150868225,1.4752047129996975,0.0,3.4,-43.0
76,77,2.1034441853748636,1.5282416559604302,0.0,2.6,-39.0
77,78,1.9416407864998737,1.4106846055019355,0.0,2.4,-38.0
78,79,2.1920310216782974,2.1920310216782974,0.0,3.1,-42.0
79,80,2.078460969082653,1.1999999999999997,0.0,2.4,-38.0
80,81,4.879036790187178,4.879036790187178,0.0,6.9,-54.0
81,82,3.818376618407357,3.818376618407357,0.0,5.4,-50.0
82,83,3.9597979746446663,3.9597979746446663,0.0,5.6,-51.0
83,84,4.242640687119286,4.242640687119286,0.0,6.0,-52.0
84,85,4.31335136523794,4.31335136523794,0.0,6.1,-52.0
85,86,5.656854249492381,5.656854249492381,0.0,8.0,-56.0
86,87,5.303300858899107,5.303300858899107,0.0,7.5,-55.0
87,88,4.4547727214752495,4.4547727214752495,0.0,6.3,-52.0
88,89,5.020458146424487,5.020458146424487,0.0,7.1,-54.0
89,90,4.030508652763321,4.030508652763321,0.0,5.7,-51.0
90,91,4.368691769624717,3.174040362379355,0.0,5.4,-50.0
91,92,3.6062445840513924,3.6062445840513924,0.0,5.1,-49.0
92,93,3.747665940288702,3.747665940288702,0.0,5.3,-50.0
93,94,4.737615433949869,4.737615433949869,0.0,6.7,-53.0
94,95,5.444722215136417,5.444722215136417,0.0,7.7,-56.0
95,96,4.854101966249685,3.526711513754839,0.0,6.0,-52.0
96,97,4.6113968679372,3.350375938067097,0.0,5.7,-51.0
97,98,2.899137802864845,2.899137802864845,0.0,4.1,-46.0
98,99,5.161879502661797,5.161879502661797,0.0,7.3,-55.0
99,100,5.744020660062127,4.173275291276559,0.0,7.1,-54.0
100,101,4.666904755831213,4.666904755831213,0.0,6.6,-53.0
101,102,6.067627457812106,4.408389392193548,0.0,7.5,-55.0
102,103,4.59619407771256,4.59619407771256,0.0,6.5,-53.0
103,104,5.515432893255071,5.515432893255071,0.0,7.8,-56.0
104,105,3.2526911934581184,3.2526911934581184,0.0,4.6,-48.0
105,106,4.384062043356595,4.384062043356595,0.0,6.2,-52.0
106,107,3.1819805153394642,3.1819805153394642,0.0,4.5,-47.0
107,108,4.525483399593905,4.525483399593905,0.0,6.4,-53.0
108,109,2.9698484809835,2.9698484809835,0.0,4.2,-46.0
109,110,5.091168824543143,5.091168824543143,0.0,7.2,-55.0
110,111,3.464823227814083,3.464823227814083,0.0,4.9,-49.0
111,112,5.0159053651246746,3.6442685642133337,0.0,6.2,-52.0
112,113,3.1112698372208096,3.1112698372208096,0.0,4.4,-47.0
113,114,5.9058240589371165,4.290832341735054,0.0,7.3,-55.0
114,115,3.9641832724372428,2.8801477362331185,0.0,4.9,-49.0
115,116,5.196152422706632,2.9999999999999996,0.0,6.0,-52.0
116,117,4.125986671312232,2.997704786691613,0.0,5.1,-49.0
117,118,4.171930009000631,4.171930009000631,0.0,5.9,-51.0
118,119,6.321985447626402,3.6499999999999995,0.0,7.3,-55.0
119,120,4.949747468305833,4.949747468305833,0.0,7.0,-54.0
120,121,7.353910524340095,7.353910524340095,0.0,10.4,-60.0
121,122,8.414570696119917,8.414570696119917,0.0,11.9,-62.0
122,123,9.627302233061876,6.994644502280431,0.0,11.9,-62.0
